,id_producto,precio,categoria,descripcion
200,P0201,3.18,Electronics,juuV2te4JDgoVZk51L57VFkiibQsgmzJqDlbfeMt7jd0ula0rp
201,P0202,77.91,Sports & Outdoors,f3jgikiaNUhcb9sW3uKszYtoylzeEAN2GnYTuY7ERiBDb9Hzih
202,P0203,70.48,Books,welgfy8NsA5Qp1LLULR8mQbnDLrAYXVIzKXu7Wv3uNjETFRYdP
203,P0204,47.78,Electronics,W3zZQfSmcjOl6QlUMgM1Di0Q7cKKH3JA83R0F49wc09368gXXE
204,P0205,89.31,Home & Kitchen,xzPC1YTJeJhl7jboLbAeZp5dqdFbvuFAYTaByqKImC4OEA7Gtj
205,P0206,19.2,Sports & Outdoors,u1aHTMkZZtkg4Wc4g0rLgsivVEX8i9o8cmd4xx3HViupkuPoYl
206,P0207,44.95,Electronics,j2B94ErNnsXvNslTgWKNwoLr5EBPtI8Tm6hDRMkLO67viWMWbi
207,P0208,98.09,Home & Kitchen,jiwWX3pIfqw2OQBbUWsndP6RPrjMdfotMQ5VPidRnEmN2ZNn1V
208,P0209,42.31,Books,iRyHhScZ64QpIg5CqL0reaJIm3wAApUqvqEWkQxeIqU39wqw9x
209,P0210,67.05,Home & Kitchen,kYzwDJP7zpdVJSqQ3qFKrozo4HTTiNiqmMFc6sw9sLjr0vuvIu
210,P0211,34.37,Clothing,LDxPE6GKAeS3CGD7CcZOjsBcCvWvDHUDX99spu6M7eyWH9uWFk
211,P0212,44.14,Clothing,mIgteyapHpPCU8kH4QeRlyqmBRwVJthY8w9BWEvI1r9SJcXyl8
212,P0213,82.47,Electronics,Kb6UIKYCtpKqmHYjsD789Dy5knx6sJbN96IgpVNyjigDgSykDQ
213,P0214,21.49,Home & Kitchen,Tf9ve8LIeQFgmb2zTLE6bJPR6KaZgdXYivCjMVzrDHEafl6k7M
214,P0215,57.09,Electronics,7a2UdqAwNQaXUahvCOjlOfqmzAP682PzUHZE5pLgu9PHvdaRiG
215,P0216,8.06,Electronics,FaWdXGIs90jsx8JAFL0HJd9SILMuGvVhqOJWIyt8QVhjAvPRHD
216,P0217,51.19,Electronics,0fvmLfEUiSstUgWqERjQmDnzzi5A2q3oyRyxVOTfeqWlb0deRH
217,P0218,64.55,Clothing,bL6H8JNyZbd0Ag34yH4ZxcLul5ZKs7WHOwlq6ilIDN8nXpGIg1
218,P0219,1.74,Clothing,B1nwDEoaG5jUVkgbwA4KERhCxdc5wjX44b117TsSnUtRsaYMYQ
219,P0220,58.88,Electronics,5SnY7J4f35UmuHSNXQs7PwypkGIT3WHXKA5khIc2ghtnYW5rUo
220,P0221,82.56,Home & Kitchen,7XyHjCoc7S859jzZfa8gFgeUHHLSCeBxSOct38CyMTjJVO1Ouq
221,P0222,57.92,Books,5CG1dpTm9pWClOVbkYXJTnKyV3cExMQoSr566yoXn79UQcWRsv
222,P0223,53.1,Books,xh9xkULD5uNLyT7rxG66i7f0OzOupnngxqiJjn9r1FspGfVLpy
223,P0224,15.62,Electronics,DmhS9CwBxG71EOyientYPpgm9yR3TMCnh0keudfcziAgHRIFZP
224,P0225,28.27,Electronics,HiMjWuA6ti2o87wA0zbPnDSTjB0Hql1XryrY1NlLD8W0miNjBI
225,P0226,90.84,Books,wsrDWe2tU147iAFlGzscHcsBh12SGdKg7nVDz8gUYEbt0zWgbA
226,P0227,91.12,Books,UFron9IYcqZ8gQxsNI3S5R3T45oqQzHmJcxJXZsHuiy3Dd62WW
227,P0228,10.42,Home & Kitchen,52Dz8C9FwnfdvA3z4PrQZtkvqPHSQGc3qIAS2xivSJru9i572Y
228,P0229,17.08,Electronics,Xm5VeEEBluobzMfQ1EH95rjsRgzkRGMv3Iqjs17iC51f39GNpa
229,P0230,62.22,Sports & Outdoors,7tWd9Etj7WcXAGsJTI4kVg6plLmzxV1iKw8E2sOYpz5Y4yshYj
230,P0231,79.78,Books,TLTJgl4QdXR0lhYBj33OAToWT2UtS3WcV829TuEwuNKheKiz0i
231,P0232,36.65,Sports & Outdoors,IEvMoGuXrz5ad6I1eORERdtyFhYXCg46781QLetmKJgZ9VJXLz
232,P0233,19.28,Clothing,iAzKXk62EdNSRbJTs06elD8q1djHEr2YvwWAmMCtYTlV6CPyhZ
233,P0234,67.95,Electronics,15X00pzhcbhCJZRtFvQhvn28g3sWRzkgZL3PHxZ8Emn1W3Sokh
234,P0235,42.6,Electronics,ZxzWHxjHYJfPJRqKRnH15CQarZHSAKjfyTeA2wXIsLcONXylCp
235,P0236,75.35,Electronics,5ZHn3nS4KTsxsS0t9gIsLJKxsR0aecLqNBal0IeKRByJpzYeQ1
236,P0237,79.94,Home & Kitchen,53LIiU5wwgNs3pVAuZk86gvsHg3TiWm3Oi4uueNc3xPQRH9r3F
237,P0238,5.17,Clothing,ckuKGkhMyfNZDLnOCetA3mH17KT02W3KP7YCaCAAolpFEGIiEe
238,P0239,44.7,Clothing,OI3Kbn1ybgVqepZ8u3ZNhITHMvtAhD27ZrH13mIpsRqBA6DzTr
239,P0240,73.02,Books,tamG3UK2DZImdB5qrth9qnBp3eyQ2bp2K96xINgjjap0zQidQL
240,P0241,32.09,Clothing,lFMBgyZKwJHltCE4DG2W98ZKYQjxVa950inw4iAICwbnDZEX8e
241,P0242,89.7,Sports & Outdoors,hMeQaTFXQCCS0NGirCsAynpsJKpqLOsf3TJWXAeLzDlerMnlaC
242,P0243,38.1,Books,vugHPS6ZWAdeDilRVcW6yEZc0spJig6Js14Bj2vNpXHTCqVlCU
243,P0244,78.81,Books,Iga5yFtp30dcDynoL5xVRYGmrB6WCKHfOy4We5qumo5KuTvoqq
244,P0245,55.45,Sports & Outdoors,iu8jvYgqJJWdAj9DW38vBlpCMtLVIkYEqyomTmLBRiP1B0L48o
245,P0246,39.77,Sports & Outdoors,JVh3tYdqHcYfIidxIUIl08pZoZPXmMTWHCP52h9SBAB76m6D46
246,P0247,53.2,Clothing,Q5Onuhh5xAn9I4hj4R4itDI8ZKhjoiDVRBZKCYzijPGmPcL8Ls
247,P0248,30.74,Books,Dd9T5oYjO7dSREdpeh4TF8CU23sJaUcW5vPVRDf8DvFy2Puako
248,P0249,8.49,Clothing,UmjVibYp1667NUO2XbjROoOrt5cI778aI7XWZhuC5t1wjEzsDk
249,P0250,81.49,Books,0t2jshUcPgjV0UbZeKk1e8iVAGNgaW6f5vYGfou40q3KY6LP5x
250,P0251,85.45,Sports & Outdoors,P8sr9TtSsK7wPDj5pCK6SByBjx9QREyhwIw7ylAJXX4hUCMofC
251,P0252,63.44,Home & Kitchen,rery2Gk4Xd7bCFRsmrSZMaJWuNSFuVdgrAh1YhKkkBEyeSmf4A
252,P0253,66.44,Electronics,YbD0b4j6eQRtdHogq2YcJVqPkGjLXw8Xe8xdskHjM7AiYCnFxy
253,P0254,72.71,Electronics,ZdLoydy64QV9C8HUJiuWk0XEie6J7bBTKsAWzpEEzMe0dfIE2e
254,P0255,49.23,Electronics,jf1MWYvvWM4oEJBVyxglDoGn8UtuhtYwuWzssN0QFDmuurQvom
255,P0256,15.74,Home & Kitchen,4aB59PIq1ommXpyDDOs8Da4IchUiTH7iOKdDTz8ZBtnyLCvNJP
256,P0257,65.13,Clothing,uHOTSGiC4gBlTRCv74yawopmFOOTeBZKpyBgEbBiDm4DebSZra
257,P0258,26.09,Books,Xo0V6a0uxNJNVZ7ridzolZPmkaJgWeUs8dhleCGkBHFfKcy5kQ
258,P0259,43.8,Electronics,RN5xGyjbxk5Vek8WxHCqjYMPgn1YIpR53KjToIUkMKCFKzqDPc
259,P0260,2.2,Sports & Outdoors,bIJpmxqH4qGPJRFR8pvVgqD9qe6A2c7yxq0udaHCZ7BOoCMUOR
260,P0261,71.56,Books,69RXNwz0flUdK6rWMh8Z8n819QChLll8GIULV2qI2JuTYCY5oL
261,P0262,58.14,Clothing,8fKitkRo4DSsI4hNE0aku9cYa19lk7hH7btkDLg1kHax6KBxTb
262,P0263,70.09,Home & Kitchen,FcGvMZ203DzyFTi0TpCBRR02OYTh41XG5VRDWtGFhXGOtLYz9C
263,P0264,60.45,Home & Kitchen,prbXqHEO2CQvWvWDrpwfY1sWfUiYFPhYOYS09hNZmnlsaRlpia
264,P0265,66.21,Books,HBWjrBRScvxq9ltmVCUmxzlzvMF1Rm2tdBDgkNEBQz2VxWzWAs
265,P0266,48.26,Sports & Outdoors,QmG0BCu6gOVm4jAjpdaDyzhXDDyFOInGz0EUcFscMMPgKqvbS8
266,P0267,79.61,Electronics,llR9dsUGFp8Ca4DUSsWouLYEmfaHD4ieR7lhGZshNc4Mhf7pJS
267,P0268,53.06,Electronics,zk2BoGY3aegFaBnc0a1gJx8DHDOmgMveGiWNDHwAgSZjBtSqOm
268,P0269,74.18,Home & Kitchen,ZPhbmFr3PyFOnFPlEKIWH4ZD10oIoX8Voqis8479iNsKVVeMvo
269,P0270,20.62,Clothing,sITT9p6HlpA602DpxwETvDubdQpoZwkN8jBjGnPNSNM55n1tly
270,P0271,64.66,Sports & Outdoors,4wIZ4mkdSuZK36ZQnPIdjen10ByghUwRl59YBwjMCLDOj8ILql
271,P0272,38.0,Sports & Outdoors,umLSiTXQeY0WRtifkCA3zTITbdLeAGDSt2522koxzlc7YztJNL
272,P0273,62.26,Clothing,K6NNoliOzPFwVdspcGx4gv90gutGCfFGLAoXI90LpusBPoMm2H
273,P0274,50.51,Home & Kitchen,eLVeQOu2w82zMTk0X6hOR9Da68GosfQcUZrqVCCf0GUYfQk5W0
274,P0275,97.13,Home & Kitchen,NdpvLO3l84SRNq6f5XyJUqEsKJQo4aHRfFpfAKA6Trwh2IAhVq
275,P0276,32.84,Electronics,DWpMfOChmBfdQvNDRxdGr7DK24T9K4HpPOyvhZ6nCqFG42uDCW
276,P0277,76.31,Clothing,F5bIqBsg3aBLiNuOfj56nQT2lAkxRV6JAwMtjmZfyYhawft12v
277,P0278,25.89,Sports & Outdoors,ZYTNNHaHMdikQ7Cz8Ic6fLeN1H6FrCi6dXOuRDe98dXi8W3RT8
278,P0279,2.6,Sports & Outdoors,3C8GmVHeixL7cRVQ5lY0RysQn37CNICGRrQMCO8nQMd5XtCVxJ
279,P0280,64.21,Books,Ucvp9yUoDSfjBuL1UlmVz9zB9FG6kvW7iC0t6P04NOydWdbUFs
280,P0281,15.61,Books,q2mJ7H3KvuVf9W2E7OeDQJTuVxR76Urs9fAROhp3mfetRjPZ82
281,P0282,11.7,Books,1r1OjU87oOXlKzlW1sy4T9AepZUdmFACv0vCN38C7F4QbOb0L1
282,P0283,12.67,Clothing,hsrMVa4FV0BggoBHjscdOkeLYmcWZGLU0w26q0A1sHaYqGNUtl
283,P0284,27.96,Sports & Outdoors,kSqqTnjHnFvmUZsO2JKjwZJWWSyeN5q8UGzQ64eLrsG6aGRGDm
284,P0285,50.74,Home & Kitchen,hxp8VFv2YBEJ6dS9ABR2FKZYfJKPQaxEjPaUvMUj9xxPrDKakP
285,P0286,29.6,Books,OVa1nueU8w8YHRdksvKNGfBEHunnW7RDZsUGnDAmb80QkeU2ZB
286,P0287,68.67,Electronics,oqAKbvOtQz5fnaM1F5p5eWc3ltQqOj2zdv6P2FwNMTzmp2veGy
287,P0288,13.99,Home & Kitchen,YOTpNea8BQME93vIw0QjZ0gQ39hVW3YqnwMDNFmYYpNmV9G16a
288,P0289,27.64,Clothing,bvc3Gu4WGw3LXTuLXKbnaLhJVqaRDGxA90wkAg1LL4AsnVOu6P
289,P0290,11.72,Home & Kitchen,wCGtEmuq0AaoAEMp0hudAGtiMzoksOxqIHFx4RzWUBND4Zk7rZ
290,P0291,25.18,Clothing,ShhnWnbKw531eeDy60HfbSBoiSLcLCEToff8RhTT1tMBHVtAlr
291,P0292,39.12,Home & Kitchen,MILpRlrxYrd9Kz1znYLYl3ol7nf2y5juBlYaNKhxnWEr0jJuA4
292,P0293,92.58,Home & Kitchen,6fHtiy4XmxH54WQriNL8Lqz3MoQqWezuZA1SUVj7bKFD1eArV2
293,P0294,94.5,Books,38ox3nsRIue7ayNJvsCfpXR7VAAQl4TveqVnz2iI2eMoI9KKDH
294,P0295,57.19,Sports & Outdoors,e2Flj4BnO6xPkJOZSCW62aP1QnqTaRQez4iXOCqdGcQrvg3xVg
295,P0296,97.88,Books,wp65bVKVVpigf4eMQyWpFlUTfL54eP5lJnokYd2ixEpstuGnp3
296,P0297,76.89,Sports & Outdoors,8NZuS9I6XqpMEbSWGf9zLh5pflcYEghjqwypyeXhQ8WZ65kmWi
297,P0298,72.53,Electronics,Kibc0P34wpenaW4FtgisBWP3P9bdXRbrZW9xUS2xfakf5zEXqw
298,P0299,56.19,Electronics,XxhB90sUmZy5PXFCInzgUETQsgnZU6wSP2ImJxRiqn4GqlmAWZ
299,P0300,5.98,Electronics,3lFU614OxNmvd8mO97o6I7xCQ9ifHrgbfyIeK2vDvPnxTQUYv9
300,P0301,50.07,Books,f55h9qY7lLgIH6R8IaT4vFQq18pBs0DLWUlz4L3vfpoL1ypje6
301,P0302,41.26,Home & Kitchen,uK4TqHo2aHhUcGK1OsJr1eymgFZaeGlmpKvK4K1GzjrLtDxG2e
302,P0303,72.57,Home & Kitchen,RYhIse1cCROfnx3UODndVWxI2iQPChHPU1rBLlsH8amHP0RKpA
303,P0304,58.1,Books,OIGsnsmAkGkiHbE9TGCtNRdEXdUuOBGea55lRT88U1dATO2kFg
304,P0305,55.13,Books,nKoIczlwAXWLN18f19aIzHdRzTedS9IhQ1IGDNKz6QRHdTF92P
305,P0306,90.07,Books,XQiXhvJQ8jr8OeSyDubite0vkmLKOSGIJQ5VHReq7iLqQ3mMhY
306,P0307,22.6,Clothing,3xTOqUESd3Qp23tayHPapw8KDAMV05UJO6eCdTiysnXK8o0TuY
307,P0308,6.81,Sports & Outdoors,EdJpuXEbg0rOmeW0WKu8OtPPJT1YeH8uQvIexVYvZRM7SoVlf7
308,P0309,25.23,Electronics,c0W6vHt6e9nHgqNw5vucmNdYf1zpYH5SmmapAgJsMofxkzaNDr
309,P0310,9.34,Sports & Outdoors,TIKKoHxVQxdgItOwoswGYYgh48S1BSbaPzl90odVaiRreLtohv
310,P0311,52.23,Sports & Outdoors,CvvJdGpq2VcDaCUIthPNIkqZnWZawtRDDFiJuJXghEWrmINHv8
311,P0312,2.69,Electronics,DzlVueqZkoybZo9xrkDFfR100grD4PnVP4mX9Ie2mAdermnMxV
312,P0313,87.95,Clothing,qA8QUftcx0oZRzZP2MZIGVpCKmWs0EbvvhtVe8F4PwwsN9FJC8
313,P0314,65.29,Home & Kitchen,ePTwAqX9xI3Jc4UK06jKr3If4oQlYJTDyGEkbVMzIZN4xryjb9
314,P0315,12.45,Books,A7PtqYPRb7JkY8oqomD29K0M6iwKXaECLs3ZrE4VeNL5wGvJZp
315,P0316,18.64,Electronics,f90aWNVbwWtEhSQHgyNyImwSiBBIXINXeMBMpSeuZBclRQ532c
316,P0317,59.08,Clothing,Y3tebDC7suCMp9XP0gEKQIOMRHMpFhf7z6kr2s6Fkmhny39Iql
317,P0318,70.51,Books,czQOfFXu7Aj69eEPaIfvbYOpDhwMMxKNc6DyDMKUCdSg76npOo
318,P0319,27.42,Home & Kitchen,vD466srKoIHmPyreGCvwwU5ccMwAatn2a9X6mKFOurmIL5nbUt
319,P0320,3.63,Sports & Outdoors,fHA2mJPNTJx77LEe9Dhb353Bq2H1jcCFmL0LAHrtXkZkfDWpef
320,P0321,5.21,Home & Kitchen,WTEBDGBbEMgY5hDgdM3mOft8PjeZxtMDiEcCXzTDJGw034Xjrg
321,P0322,62.52,Electronics,xrGdNIhR3Q4m3BM3mZWciouxBtqFN167ECU2eq9cLEGauyQHKI
322,P0323,63.62,Clothing,sgXdt5TGjWk4eQ7B5gszAXtwzNEKcgEzLKzOFIeg9Ny51S9RnH
323,P0324,68.43,Home & Kitchen,1zjqBpqxFnlgDDLZwdS0yKyik9V65PmR3K2WUvEdFPRWVXGdvY
324,P0325,7.16,Home & Kitchen,cN4sw0SuLgrlDpBDhcnjsAKWqdpONrTsm3EG03WPe4m0662LuP
325,P0326,9.05,Sports & Outdoors,xU9bxUED5SymKvgrwntQ1pnfB6OJNGIEvQajDrG6psOA5uyHSD
326,P0327,11.0,Books,43pqnPUFdz8jK0cBnA5yIJCLkMVLRTyuqdFW2absk4d9S3iQIp
327,P0328,22.41,Home & Kitchen,VvB7G5SSF91U9ZAscOtxsxJOqMsa3HOEqRgXYzYKPfnqEFcWKw
328,P0329,15.77,Electronics,C5I5gOxfx8szfhSAQCi5UlJWxn8HiUIvLwhuIvbkdn8U196CGc
329,P0330,83.46,Sports & Outdoors,Bbh9Fq5cI2yZGtO1i23vZwIPF4RNg0ZbVuDVH41Bd5gC6acUI6
330,P0331,85.48,Home & Kitchen,KbLTzjGriTWSrT8XhHPltdmHDHXElerfSQwCDFexBRImYOHvOr
331,P0332,13.13,Clothing,cjkc30JgsAoUOnevNE6RqE9tGQcrrvw5ghk4ky6UNgT6PALcrF
332,P0333,35.9,Home & Kitchen,Epw5u6mMtwr8nKSaN9LWvQ0cHqMgnjoNHoy4NS9rc5aI0Nbm0c
333,P0334,19.83,Books,1sJ0AdktAcqDl80nzumuqElt5WlZC0R8SffZmscAUuSjYkb5tk
334,P0335,76.12,Clothing,8h7tp1bITF4neEPVOUiBL3VpWLhPYmKyrZ1V2Mm8Wz5jGURDun
335,P0336,39.91,Electronics,RNyX4ZO4vC3AdnyYKALRekQ0aT9U4KRg4z6TJ4frasnA4n8E0V
336,P0337,14.48,Sports & Outdoors,U5Wkqlg4KXaq2BYXBbUxbz8Xdk4F0cTdASCJtAwUdeXc8cdqBq
337,P0338,35.56,Electronics,F2Q7qMxfhdaGeWBTgZc9dnNR1dc1fFG9Hi4anWW6AzsZ5GraFK
338,P0339,41.15,Home & Kitchen,IFeqMZEvwePQRZC0IqudFIQiL1skruM4L0mie3Vx6IySaowCSH
339,P0340,16.06,Sports & Outdoors,L8KriYgL2D1P7aSKNCWYoC21fJ8RSLJuQoE68tGnNJzPaCYDsT
340,P0341,80.66,Clothing,h3QH8gAOZ7AynqX3UL3YNzJKEjTmUHVCauvYxH1wmnSOL47jd0
341,P0342,84.67,Clothing,H7EjeEVkvn6qaiSMMr7dOtNorCeIxz9KUCtKnzoPeWWwcD28QZ
342,P0343,2.28,Electronics,90tIG8GoIyPhfYbG4FPFcSsaFy8RmEgtaMwFef28z2ZRSvnB8h
343,P0344,76.41,Books,sr8LDjYsFqUJgGrbaa7a4JCan7Stsxc5gjWmqorDKO6vvfZOlj
344,P0345,72.61,Books,bwfyEG85fv3Itq0UwdW3xI8LLAgJ8XV5xYTT9Cn3EdzWhBcNA1
345,P0346,54.33,Home & Kitchen,LdwDxgbvRQegm1Hg5uNFDSIxvkVz8gC9Tof1GJKzAHgXqKwuvY
346,P0347,21.66,Sports & Outdoors,KUFyDw86NyVRz3ZXjbEc8ncc1ZKdur4JdHmYJhYx8AsJw6xKmD
347,P0348,84.12,Electronics,aU9B5z4w004RcA9fQ91prjn2JsjWJJmFHZXxgpHSfDAqSHyuSO
348,P0349,29.0,Books,OfbvYTwoZzJetGXf1nFbBxl61vL1HCM53yLBdClDqninGx86Z9
349,P0350,70.71,Books,Afbw27vrAt8RfYEZjz9ozE12GCsLveUjjhcql88D2DmQqumaHf
350,P0351,3.03,Clothing,NZabetbipg0QB9Drb9JR5r6U9xmk8zePMvZuSqSuoY99CA5xFb
351,P0352,47.86,Home & Kitchen,Nq4PgL4q9AKJ6fUcHUXjEoseORbbAMBCMUcW693qb6ERPRnJKr
352,P0353,42.02,Books,ZoftuEBFM7AHgKMEVtsTrM7juaOd40TVOI9ifrbNvZp3zB87XY
353,P0354,4.58,Sports & Outdoors,ZSWengNxCOHZzQDvStmx6VUy3xEIIZlQPpSEvkM5TexrpHKIUF
354,P0355,94.87,Electronics,yemNb91FWElaVGDR4Gp4rgOpOQekLbn0HOOoiat1ZnHOaMPZOi
355,P0356,34.16,Electronics,ihL870d0q65CdUq87AZb1RZP8EZ2L9NowlBqY3dImlbEvvq5B6
356,P0357,69.43,Home & Kitchen,9oc3HJQgTM6YYJxsiZFsvnR8BvEaB4ZlMAu7WV0K656KWU6K5A
357,P0358,95.16,Sports & Outdoors,kVwkxsRVAdVE8GMLkPtmCHu9pCOiOVbop3cRbMCgN8T8pHnwNs
358,P0359,25.54,Electronics,Bafc8Q0Bs6ZGEE0gQMxp2HViPWbMydK0gDL1lmzXAjgEllhL47
359,P0360,59.97,Sports & Outdoors,AE7GLm32RWH4muzFIakXaNl6fR0BfkKE4S1z9ywqsgRurMg1aC
360,P0361,31.72,Home & Kitchen,ZMmesI2UYMNaOjrLoBi2VeQxdTBgfA8o0cG9QG1ZogNdnB3Fko
361,P0362,24.74,Sports & Outdoors,EZ9mz0aG6zLhGEXBO6Nro22XBH7YedYZgRK0hG2A2gszPXa8g6
362,P0363,3.73,Home & Kitchen,F6TtFNnRZ7JOe9pBVsRtpv3smNnBkhDujSrIm5VPAmiRxQzx0z
363,P0364,29.75,Electronics,QtkzxyhoEYcSYDxOVAq1ONvcbGJYK1MMyjlOSk7y0g3zvO1uif
364,P0365,41.28,Home & Kitchen,ymm8BKz96lFwHq8C0KcHjgHQYFzyMQEQ3eQHJUdCtACoPdkXsU
365,P0366,3.28,Electronics,IP1GYe2iS5JM4ClMz1DYIhnqabTGvfmFawku6IBZujGgyglcOQ
366,P0367,44.24,Books,XGmZihCaJlwfVeXmRBungloANDJeMw4XEkKHpMJCioeqSGdjFK
367,P0368,36.09,Clothing,rqUygg2ax02119Amwmm1GFxaZpVIf6thvMk7UgpoNZ7GDZISoy
368,P0369,37.61,Sports & Outdoors,Qm152fPWqJcle3IJyALnEsifW1WiYV0YzlT93L6LlyWW3f5Pmr
369,P0370,66.91,Home & Kitchen,o6yBltcKAJ0zBBQ9uYDTI3XkSsfpqptguX7BKxLisosJ3MotDO
370,P0371,11.24,Books,zSV3Y2KgxrkyImEg6zvnBLJYIIcx37ZdRB0PdhYFyb3FV1QY6B
371,P0372,89.13,Clothing,c9FV0DmX8x3Rr825iE7ldVq4mM8aW49rgkwgRv5GcPpIji2ymu
372,P0373,95.81,Electronics,1VNUbcDk2e1sBXHN4m3MDXN4DlpmxUVswxgeZChaJviGfio0we
373,P0374,79.53,Clothing,U4EZCxG7FqzKCngi79apAsKgHGbarqEa51YFk4ObQvvN0DDHpy
374,P0375,50.27,Home & Kitchen,L476PGmo2U4Tezv3svHhCXFmhXXrE8WvRYKbC8G3CO862PqLuy
375,P0376,32.75,Clothing,HIM4XNoo4noOBw0tW8SjZ4BPpunnQehoU1lHu9HAhNgjttJqHu
376,P0377,37.04,Sports & Outdoors,YPyeJJIGCWNVMAZjlu3dj59n2IE0993HqB9qYsVgXFCvSu5SCI
377,P0378,24.61,Home & Kitchen,CBVdTTBFHxEZFOhPMYkyfOwdbz2ZiLHRa6ufeU9gUnIBKhowib
378,P0379,41.96,Electronics,X8eHd85P4Iq8nM29NoxGGtarW8NqsclIvKxLYqfRyDgsqFCtz2
379,P0380,63.35,Books,cUvULCh97mW30FELOF5oPEIZkRpmbhEFDB0fogQUDppxBuySD6
380,P0381,17.28,Home & Kitchen,hWNjWY7eNCUO62iSB2CGm2nkOpxnRlMVTCwK40lJNdJY2i4Xl2
381,P0382,66.09,Clothing,VeASkY8AP8IehYLj3QZQLQrH7ytgoyoXQqLC3icQfEod0tJxq7
382,P0383,20.12,Electronics,hW6DrTFZenvrqJJxckYLXEFxuJWlTnhbNdx4tA4SLdpoWLaKYO
383,P0384,85.37,Home & Kitchen,vWmjV7xGWwyaHI4hWpE62uKGYoWbTtNHs2QhgH0lj5boewAE9U
384,P0385,33.97,Clothing,6yNY2c4Km7UC68MaTYC49Q7h896T6jIE5ZsnyNOX9nF0go2Hi0
385,P0386,34.01,Sports & Outdoors,fffoTcHR7o2JOgyfXoTRVFL7g4SxfVJ3OUNvf5CroVQZQVMM9P
386,P0387,81.87,Sports & Outdoors,fjogN04NvI5f8dTitKVhGWS8uXtzbk2JVHbyCAouJD9HDzWGJo
387,P0388,55.68,Home & Kitchen,pWfy0gos00PX6DmAnKfZjocjE85h8SFHOytpvFiIloWtoLa0xw
388,P0389,83.7,Sports & Outdoors,StCj50ynQbkZcCCobLXpssmU7Dvsfv9Wp3AAMremNDuM9NtKsz
389,P0390,29.29,Sports & Outdoors,K3geBVMSd5due51PirlK6QouIlZ2aDBh16ZMYtJuWxPGmROqrm
390,P0391,94.97,Books,zrzNKdtxvRcHZO5XQgE2pahFA5n5j6lxszMA1EgI7RGyKOc8Lz
391,P0392,8.62,Books,2acDHSvOWSzrvYanJiHFAuHayC2T8KUSBrcarC6YoLBeL3UoIe
392,P0393,15.93,Home & Kitchen,UflslO0N1TGdoDorGKeMyEiNtlbLSwkEGHPkwBOyEV2FtpWFNg
393,P0394,25.31,Sports & Outdoors,38PuySRBWLupdMiIHgHeWUDQ16hlQF0MaOKsxc3b0qRElEdOaZ
394,P0395,56.02,Clothing,dXmUmqQgdd8o2aEJ8gMYHuO5kFokJKdmoCFLWu6hOEEozMvAp1
395,P0396,34.71,Clothing,M3rDdobIARlYJ39y4CvvXTK1LgjNzrDUuYo99AnSRb2Pd56vxF
396,P0397,25.98,Clothing,Lzs0mBhM0BAJBylQfyeRzHMMfc1FS1aW0F5Xk7iyuby7NHQ8SE
397,P0398,28.44,Electronics,9jTAWkdsulbBc6Le1ejKhZt0h1hgDa4y1EjaxRit4Nf8LS21eL
398,P0399,48.15,Books,rhtDGzWbQsZcXZLNe4oO2dHrFJbQFSuOKo7gHWUCNvCbeZD0Px
