,id_producto,precio,categoria,descripcion
399,P0400,99.71,Books,pHUqSKeztP8MasljuINviuxvn4aECpdNEjx5gtFnHgeDcBxjPR
400,P0401,80.48,Sports & Outdoors,IQ93Ko9b4pz2QeNpjHY0ns0ervgmdBeLfIe4q9mIcC3MCf3qVe
401,P0402,41.18,Books,1NNw65Quu78OkBLoCkJdXGtDms4wcQOwlDs8sT9yKw23XTxQ9K
402,P0403,65.66,Clothing,fQO9HK6AOoobwjDBis1OpKr0s9s491XdRVyrJ1nQkzPjUvByBW
403,P0404,74.03,Clothing,ep9z6qfAvrLFvTuRfUSj2K7cAab9lJDFOMWpcKYsZ2N1eRQ5Dk
404,P0405,80.58,Sports & Outdoors,eN86pkrNLr4wkGss0UjpSAaUYpEWEINbK0XKlgdBbf4kgJzAAF
405,P0406,95.75,Books,jOg9gbAJgLqNkpEIxyZIt0uivxqrVTruaTBuiMrjVI29ZUSofH
406,P0407,82.39,Books,qrSKVLK3vkbte6oxfOeEQmSLiqoThRBr71PTfEkSyQHCW3IWSk
407,P0408,24.68,Books,FvaoBrvz8tCrvpcW34UWERrw1Ofm79ELqE5pWAQ4i2vUk4CnyJ
408,P0409,99.18,Clothing,PULFSAj7Kg6AiBpxE3bDzfYzmyoAaUFAcUw3Dbov4Bv8oDOiwh
409,P0410,75.18,Clothing,NlKoNbQ3WjS7UpkkLQlXqJcAAXfTfDRy2wGjsECsvsdl0kU2Hn
410,P0411,72.27,Home & Kitchen,vO9Gascwe0oTOg9aakrJQD1wpa3NoXc7QRQpr5hWWd7DSzHalB
411,P0412,80.08,Electronics,tAMCR6OUFWHcaqOtitaSVF1ejmW8zmO6KrEnecsKDMVhmbPBy0
412,P0413,96.13,Home & Kitchen,vVLwkc0nDeo0eCJVMyhYwLBQp8oTZkEdzQ2CGQhdfi7B42ywVK
413,P0414,48.65,Clothing,Gb5bC2IupKFA7cPhudLP808t1Y3QUqkwqD3ZdcVy1A7qcRvCm5
414,P0415,93.05,Books,TGYxcw7gwseab7rRK3zdUvrmlnFyP26g8t2iG8WwCqdANJSWua
415,P0416,48.41,Sports & Outdoors,W1DU8UchLTK0CuYiNESCn1VEzNib48KzmV2Qphl56ZDaCvz0N5
416,P0417,60.69,Books,EmQk26vUd7mOMAKQHwUVk1Qm4rwUZC1vHOBk9pqI565P7vMbNR
417,P0418,33.56,Electronics,7VYnzan7o6pRFCkjCp4CXWljfbrNIcZrWwowK9fKY2jsXpJrZb
418,P0419,78.33,Sports & Outdoors,9cbzRZdsoUADyO1xAiGoaJequ9wz00FOeLVP58PWouFA1rezth
419,P0420,5.96,Books,WY0QLHf7IJEagEWw9PeECtxmxfsuIJowpm7h7ks1dat5K1qyu5
420,P0421,10.38,Books,8YdTEz9VSL3Jvp9BCthxx0FejhFjk3xSOCVhtMhTEiuixHaEYG
421,P0422,53.22,Electronics,i9x3XhkZkt38gy9TjXh7GFh12rdR76W1k6Xvam97npWp1szrBX
422,P0423,63.91,Electronics,jQR6Fd4uFuaw0xqlyIjooq6WdQBCUQX72NaVRajJ0XOcOhnfmH
423,P0424,88.54,Books,T1Two9bgepx4WoO98rf3GATtWzOIRS0Stzb7ekQLdSQ8D8NM89
424,P0425,29.94,Clothing,0FXtPtVlcEMQdABh4eg5mMi9mXJAcpRD0O2s1cTv3cpNRvaWYD
425,P0426,55.63,Electronics,aiK5iNl6oi5VktIIWD42bECYuU8wMjcX4ZodxdhLhB5BLdHtAj
426,P0427,16.01,Clothing,KdsBETJKuqb8WwjcsxZmGLB0JLWj9aYIyqWqUcha8e47pmbDyo
427,P0428,41.16,Clothing,V6BMT2Ahc4rejmBDqjuqMmhHlAJfGrMaJpt48N5a9ftXjvzjLQ
428,P0429,21.01,Clothing,pPdmNEHBCvPyMKkxWSQnrIwIgj1xZmAnBR3wy3pw591UknpeBQ
429,P0430,56.15,Clothing,1qi60qCe9oxdvbElk3TcWie8NMWy6rBbNfwv0mKHf4R51XFClZ
430,P0431,3.7,Books,ufvcSDwboM6EkvyV3hO8Ne25JPJCihOnhBDMugwU7SJlUtWNCe
431,P0432,60.41,Books,JzhpqKlsdNKbwy5gThmt7mxWI1bOLIwgPsb56micdFyP7D0MCk
432,P0433,20.29,Books,a32oNWzEZgJqC0ArXl1lmTREoZOlZ2AC9N8vSWyfRmvyPBp33q
433,P0434,70.52,Clothing,wcK3tVDpAv0p8vvW4GNPVyaYjpEs0FyrVRyEeNktmSviY15V3D
434,P0435,78.67,Electronics,fnNnrnSHKI22rmwIgFwfmmrsNWNttogVkj2Q2iZQm1qnpi6zWD
435,P0436,98.19,Electronics,KwzKpkjRXfbiZTNgg3DZJ0BhUrwJuPJxRmmpizAHestURakuSa
436,P0437,20.01,Books,dlawuHSzPa2lQA8BSQ6rU7UaoqHGWByILh60C7AIimhMbx3Ajc
437,P0438,22.87,Sports & Outdoors,WNsGrplKnR00Ww9e9WCjf7dr7nRS9sTRjyQPTOyzFChcWxj6V8
438,P0439,33.18,Books,Qo26qcUPGj6Sim4Kf1SQJntKkJg6vtQRcH1IlrWT1eWhyWLepX
439,P0440,57.13,Clothing,NVnJWaQfVt5JhyQshzyz20giZVZlmG0SZChs3dS65R5o8iD48Y
440,P0441,90.58,Home & Kitchen,YIENNMKfvyIl4v7N5OFWyDxj4Bw1Pl3QHYljuyyKgjjTFN8SUH
441,P0442,66.37,Books,JXWL7YF9q2CnqIjLeHkF0DLFMIfaNzPGwgZdjihw8RPXLyCqKc
442,P0443,99.72,Clothing,EKmPtquqdfUAuTp0MpjyXcRbW1xfnf53NdVb7uhBGlXMsmOFD8
443,P0444,27.24,Clothing,cSInEIhf1ZFlhURUrPOCk7ms6jBOqJ4uZmZtnrrm1IXrz42mZN
444,P0445,58.91,Books,DFIkrVpCfqdO4DjjaOq7nXguZLE5VhgYsjlQVe4yVoXoBnOkS3
445,P0446,69.51,Clothing,zwMZrAoSi7UxK6ThFmJspozE5jPQwmMxdgyYALbtuvu1OD1oPS
446,P0447,41.05,Home & Kitchen,aog3VM80XhuWFxxnHlunxxxdMZODrrfgxdcwIFoDopmbaxw3HD
447,P0448,19.21,Books,XxlK1voLs34Zwxg3A89oejoxg2fbqseUAEzEjAfy8XjJBERcf0
448,P0449,42.11,Books,5daaYkngrgRwa4Rq4pyGQW8nqKm2UoUStle0yDiissxHseaLNJ
449,P0450,60.02,Electronics,am3qxCcAKLdvR31yg8TLKGF4GYXoNe16XPOGiwf5YNRbate2ra
450,P0451,20.67,Sports & Outdoors,MjV0GHVH5iCZWqRoIRwmkUtILdumGnAijXJWjuvfdkPtoKI21H
451,P0452,17.81,Home & Kitchen,5H7tQDFwxQFNy2HURGZrPFYAqcinzta2laUQErtHMRgTw5HIJO
452,P0453,54.34,Clothing,4mCcTL91e3bHOj9UX4T3eZcfLv8nQlneYjWvNt80llQhOvcNz2
453,P0454,61.21,Electronics,hAnpbPByzPZBNufOgWqADveYJ2PzzcfQFYCIdeUmpZYONznhNn
454,P0455,85.78,Sports & Outdoors,Zpke32fe3eyzTF9F5RhGyu2TZAG2fNZfLaYeGM683w0sBOkiDL
455,P0456,43.8,Sports & Outdoors,Y6zgdgNy54eZaDqcg5n089wksjTGcnJV9ExMRHi7uPBNoItmT5
456,P0457,4.31,Electronics,D5RsSPt3tWiAZ8F4SFWoxvTTCnNcUZxxK2grnG63UR2VzYpdmu
457,P0458,11.85,Home & Kitchen,x3VDQBk44daLonOlEL8DhjO8qad3cqKeudgHYLjxOHgclgApVU
458,P0459,7.52,Electronics,AMZJ8eMXPL6iTtBHRq9IjNnZDWAkoIueqgotFhidAWm2I6VxtZ
459,P0460,77.56,Electronics,5Oqf4N7U8l7wN1YJhZuJBN0yCV5x8K18T2bhJLV9BxvcKTkWB2
460,P0461,41.78,Sports & Outdoors,9y0QpoPcRxEREClrozLRR3nMoGEJPzmwO5klfDiFLmJuuZXILw
461,P0462,1.26,Books,0qPyzOBFfd3oKM4MHgu0P10A4ZLqyLyKPzLZPrUQWrmO6T59Kz
462,P0463,93.56,Sports & Outdoors,PyFa7NSk2cHMBrz3Kkca01Bs5WRFB2uwxJSz4sxLsFM9iwAmw4
463,P0464,21.68,Home & Kitchen,oc44bIaKhjdYNwWM9FHF8fwad6hdDUzape5il6PfkSsYqK2Azr
464,P0465,38.94,Electronics,IFQl2oaNI99vUxfCveVpq8skuWlXIjp4DgjWCx0Ue73SOOFqFl
465,P0466,65.8,Electronics,0jE4j9kBfHodQHTvknbQsDB9LjZfdZqRQoccIzt6XXp2aHvs9G
466,P0467,69.24,Clothing,nre33dDe6N8Ftz4BQ0a3JanzLgdtNJdCX5O4W7NfPCSpLHKOu4
467,P0468,10.2,Clothing,rmLuXIjdfZRGvOKdH6BExlDvRPuRyehrfBq0yX6JZ0i8dZy1Ld
468,P0469,51.79,Sports & Outdoors,e1ASJHip3QC46dBfsJK10QECLrmd6rN9wBvsFNB0v0BHA9w6Yk
469,P0470,74.57,Electronics,TR4haVAYAowWtE8D2gTL6L7KVCaQfVbmM5m9wOjyt9qlMcZOyP
470,P0471,66.05,Sports & Outdoors,4nJCDuRAyl2GaUIGlwogoR5iBHGf9PzUynF0P6QXM6GMSnmva1
471,P0472,29.54,Books,NzPmANy4ubr5g9vuSjvB1MlwMPRp12FbdBv8kXVbpetmPi7YDL
472,P0473,46.14,Clothing,U8riO35bLGa8SJGScgLH5gQ4eV3ncRa4sDomvgdjf1PsvUMDFn
473,P0474,1.82,Home & Kitchen,HEvJfCXLf8TCNrBn5pY7gJRAFOZHwmA1NB4NAPaCtSxUyyldN5
474,P0475,72.61,Sports & Outdoors,6UBaIxbOTmnJAzzpDLW9ucARCikXGB7t2DS8V1vLWoezMEGZXg
475,P0476,16.45,Books,TU1N8jdKgH8eXpnveV5O8NYADuKyPx4uVEAyTNkv3o47YYB7A7
476,P0477,41.0,Sports & Outdoors,DhJlESK7q4y45giKSy7nH72FI5LdH0JSogEfOGsnss0kk8X00x
477,P0478,85.45,Electronics,Gv3tIxJVzTqgOFm0ifX83YszqEEe1ZNjrJkXryWkX4xo84uMhz
478,P0479,11.4,Clothing,6Bw9ZWpHQSOZyGZn5U2PBJqpcQb8JTi4V0lbQNbpwH8c3EGYoR
479,P0480,34.05,Books,gv0ZBkGvP383Cc7sKOMVOwc2cAY3Np93McST3rZBLl0IsNMfd7
480,P0481,76.44,Clothing,ot82eKCTTJeVBRPIpAtamTYESnzagsvuPXjbShTuMCvfDphdGQ
481,P0482,72.12,Books,LZiEJQyow0T82dyuOVT4VhISUjLuwj2CRIxp4JqSpIhjWvucjv
482,P0483,77.83,Home & Kitchen,jflLzAkMBvyatpYaNHJ4KOxbh4t93TJXEEGevQsO1yZGD8SSfq
483,P0484,5.69,Home & Kitchen,sPs6f1o4VrhaBPt757FEMMnABaNbUlBvAxxqFlhZmcD2tXfTnM
484,P0485,1.32,Home & Kitchen,gRuzOjE2h0YyfT7ZBO4Au9pADulWWL9WziCE8pUrAIsum3uAvs
485,P0486,50.06,Home & Kitchen,sF5jAUvrPuHSCKCyH1ciYdthJhBYTV5SsRqd2rYYbVHwnevaDA
486,P0487,56.98,Sports & Outdoors,RRae3vjyWPcFndJhx0omMkBsZ0CT0hl9HW5TgchU0LcvDtEuT6
487,P0488,43.96,Books,mjoPGCnJ0lGNMB74JD4Rh5jxIzt0KSFK8ViIEcITNlff6LEOez
488,P0489,21.88,Sports & Outdoors,0NkLNhYMR9S39PUFxHk5SVpswOaZ2O3rnqcaFMJ67PrZX35en8
489,P0490,63.08,Books,e99sFNTvO1Y418sJzybjPxWTRMtc3ZwIaAEMygiYv3RdQva4TD
490,P0491,47.16,Clothing,uAbniY12AoxmdW2aVKOhsL61JwRLBMDquNbXjrOS1UvhDonZnB
491,P0492,27.25,Sports & Outdoors,J3Z0RFBl6uewGRfYx2zfNhyTh1MAVXqJNi8YuvNJAVQE2QK50B
492,P0493,61.32,Sports & Outdoors,tyjqZFLD5npYeLF0TiOQFs5ujB0cCc3kFu5oQbwHY9ruL8hReo
493,P0494,8.46,Sports & Outdoors,XNYzTeiOeZB6dl8kMbROvkjqibxFa2o7cdApfHNtwkakxSELPB
494,P0495,86.92,Clothing,23mRp9L0inqjSSW2oBdztSmSvDWcOTxRCxvQIAJ3IZyFUTQTb2
495,P0496,60.4,Clothing,Rr2fU3MOQNxxcFeSmk6sQAkCVtqNkjUCzn02LybfiXaj3jG3wH
496,P0497,35.18,Electronics,eoOQDA8m0xo4OYqZ2guELSYc0PqyZcZQukLrzQNNz3v6Ir51bv
497,P0498,15.86,Home & Kitchen,2ITgb3ygP6YG0J4EbtiKJxMGHll2uN4Uh58yahvZCEgV2OYQLs
498,P0499,36.73,Clothing,BXhtIGegdsEhB7NHxB4lsyk4Gdk6kVmEca1hN3OEuIHsihTf6l
499,P0500,75.57,Home & Kitchen,9mqT0W9pQOJzrqr0QlBY6QzDzHRs837FxfmblWvKxQtm7onO5h
500,P0501,36.91,Sports & Outdoors,19VH1i3UTBNsYPADMWI1JPG8gzCoOjuJe2MQ76MZXYPBWSCmWp
501,P0502,30.26,Home & Kitchen,mfj28HLGXO0y5X90SCN3zQQiG2QlHrCH4dwBMyPZldCusoyUUb
502,P0503,28.99,Electronics,RZSmZHeV1TMZb10dgsrRdvwwpHP5RUUvVUpsxdTY2x87qPs2qt
503,P0504,36.65,Clothing,f7VJ76SKHQZe2HaNBs3rmzeKt5hhqZFWLwxbEF60jlMIiELTT7
504,P0505,9.5,Home & Kitchen,w0hV753hgWDXh9DYpWpWwyfAmxJLSWhwtsoUNzhId2yr7VqL5g
505,P0506,49.72,Sports & Outdoors,AuBKoBDhnAknqgCe5oF6z9NlKvtTa3VnAqcxbm55p2uCvuGHBA
506,P0507,12.51,Electronics,8yRRfOJYrMSLrscPpAt1fI0BYWhev9PalGP7vVQmOxKlxe2P8u
507,P0508,73.52,Sports & Outdoors,j6x6iNdO0n3kQWkjls5zFUerwDLLKTgwfS7dqstvren1Vgy3tg
508,P0509,60.72,Clothing,7haCnf1NkJ6praf1Tx62jNwbKRrOdRuVC0uzzZC6iB2ggziB1L
509,P0510,42.9,Clothing,XyVxj2vAOmWrXGdGD5cvpLlltwtcC3rHXWw5IYDEgNLMopbKSI
510,P0511,81.85,Home & Kitchen,FaYC923ceDEbwmscrF2OZiski2OZotEXkpksr9Q82AW9HfLigr
511,P0512,46.28,Sports & Outdoors,7nNbig9gWRmUMIADLyguWNSB5RgEAMXQy6co9ZKTxim8pezDJR
512,P0513,23.77,Home & Kitchen,zBPQZWOeGtFLJWT61MFIF1jXcXF1D1P7OaGZoB4XfE5XyLIiVs
513,P0514,23.68,Home & Kitchen,pNDiOq9kj83xuYE0D8tVjqLTGkhsR0FHsISSwiawJq1HaNB4NQ
514,P0515,80.71,Electronics,dDgELq51yRKcVUzXyCthYtzCifqJhpeqYy7sWxQoep7M5O37EA
515,P0516,23.73,Sports & Outdoors,pLuNMZQto7IJbmhrS2jID1MGyBg87XxXPlCgnpbbdRFnTtx1Mn
516,P0517,52.97,Home & Kitchen,AzXPFQuWivRFbgYj0Z02MzDxoKy1EoLx5wZMNydlaucILxQCYn
517,P0518,75.91,Clothing,smYjLdJANitEQh8CoifutzFs8OUsvUKkv3PxtjLksRChijBPSw
518,P0519,3.45,Home & Kitchen,SJLZoytHukM4wEUFnJ19dlpySgkOpcOuivDnZHidymBY8ZcuNb
519,P0520,88.9,Clothing,HZLf5XYhafPWYMSaaus6mHhgEDWWufcYUBnJEQa5BFOtLMwSaM
520,P0521,20.31,Home & Kitchen,mEZdfBKsFU1k4ZiOc6gW9eniAlNFM3UNqLOEmZtYxY36WU0u08
521,P0522,31.71,Electronics,7ssADqDbM8yAgSrU8NuFkS9Mi9eEiMGpH5ixyfnib6w8V7pbLT
522,P0523,59.92,Clothing,yk3xacLJpAC4Ey9xdYRUF0zJYONAPYjG1zgh9xpm0rHKzdgJXy
523,P0524,19.23,Electronics,yTUhfpCbF18KbbfkNWiWZEEs2mpIrLwepdKbZmfYWkvkSdMrEY
524,P0525,73.64,Books,FAN6dglHuksytkVCyVuiirT2jp5P3Me1ovVIwyARy0Sg9vHZNp
525,P0526,24.26,Electronics,mO1OtNneFrMPAaG5DcDfSgE7vMDmmEcVwnwTHuNU14sr9JbZi6
526,P0527,88.27,Clothing,pACf5glxc43RNCq5qj3VYXdpB3uBJduR2xzuC4ZlWqOVBPFDxo
527,P0528,98.65,Home & Kitchen,JxCSATOnqxNcHBAiOqTsRplo0qaQEH8Yb9D5YrhtRFSKwwTClX
528,P0529,59.82,Electronics,C5PUiNGE8DO0v5kXnNMsfmVScgW4j9tuxczbo8haNN9MtByH41
529,P0530,51.29,Home & Kitchen,Z8eatJfPIdYuB2XmqnmHjuUC2E2MINYw13gXj8g4qHqvEfp75w
530,P0531,53.56,Books,yWgzmplzQ0g2klXiRg6XzXymhuFOdDibmtjZ1w8TdwjRqW6SEJ
531,P0532,46.07,Clothing,TztFb2Y3zLtYvjHbCKEAD9XQe1ccXwkxyPX6TryMBfXAHNSweO
532,P0533,21.09,Home & Kitchen,V8TlUJVI5Hb9zwsRNwrjEB2mbsVb9uhDzPBrIJ8rwROMzYi8EO
533,P0534,78.95,Clothing,e0gA09Ibc0rE4AcVLamfVzfpQa4N9S18gY1I8nIaaPLNolL9ud
534,P0535,7.72,Clothing,fDHUbeTGFMnjs9CtZdGfWPzVYJOoBdmMyVz8Cf1XosBeWBCTLw
535,P0536,84.88,Home & Kitchen,ts4iVfWpV0PqBkzpBybOeHPWgo80jxOdLU5gfWCdXS0wvXE70t
536,P0537,89.54,Sports & Outdoors,CzT2ZAIIEecy60dw0AiA0Prw1UWkESz4WRkiBmPbwzD6ffGY20
537,P0538,4.89,Sports & Outdoors,TMtTcBNZxWc5TsovDdoHlBHnGXQg59qu8aWVuO6T3SIV5lrU8s
538,P0539,17.05,Sports & Outdoors,7ROePfTP8Oq0M4jRJ1SHPB46GCY78eWY6siKX6Na7hb4MsaUIA
539,P0540,47.95,Clothing,w9InCZ8OgGO5AKT5RVq2ZsWwzPRRKEH5PuCXOnGtEPUVYO07G4
540,P0541,25.29,Books,CPYyaI5j8DmrToImWkMKLbEVGXOEyU277iGW1BOIAQHJztDDqp
541,P0542,46.12,Home & Kitchen,LyFP6n0AgHIsmUKJWCMDKYmz4tgPBZVyyBf38yBX6ZSKYBGn4N
542,P0543,47.52,Clothing,Zm1aABoup16WP1WHqgxttXHhwcmUnHapNLsiB4J5Jdx96qyVEs
543,P0544,80.22,Books,DK1A2SvPkSzqDN4yQ4e4zfmCluvHHoKiQ3UaUyfKU7aa4zDwoj
544,P0545,52.45,Home & Kitchen,SfJ0opsx5gqclGVLS4xJduvF6aRJbk5kvhjf8BDfLMTynrc2SO
545,P0546,73.04,Sports & Outdoors,0F3BHeDUdVKk6BoXJa6SCJA7TDvgsyPhW3R3fhz1Je42RVeYD5
546,P0547,94.78,Electronics,4giI3ejIu10MVVuOn4aMRzI8hiDJTiQixRouWrL7emaVB2WfhZ
547,P0548,84.14,Sports & Outdoors,mxzT8bxK3mG3E0mQgb8BjViQ778tfSPVOt41hpcrbIIRQtzUGp
548,P0549,59.39,Clothing,XwbMv7ULbZalTxDCayMOoZ7pnsmXyz7HnEA7naU5AdEC5FskO4
549,P0550,36.18,Electronics,mvpqZStlRFZdCpXPaGlgPPajjV4pIWcbARak2Ky601xBQOfEUv
550,P0551,72.08,Electronics,97yey74VOSh5dd0hxWCMpnwMoRKvQVKyXY631PilssKlV8Bo9g
551,P0552,80.77,Sports & Outdoors,0ncxWOUZCC8N3r0UDS1oBnUMSnYydyjDGGImxdpkHPOO4LEeUR
552,P0553,13.51,Electronics,RPimp9fCmqNlthbTJDncxzUiCKvThYlum4qWKfRPBLM46v5zr0
553,P0554,42.83,Clothing,TteUZNrAl3eMlXFKxQwANOsFAYtLgZlpmzs16dWxnqHsUI3u6L
554,P0555,64.37,Books,NRiNdUaFhdL1wI2eDd7tzW29bMcogzbp3chVrCyph60jLunLIQ
555,P0556,74.2,Clothing,D8YZed70kY42DENFsc9UNucsUpoMC05XKg9mKKv7i4jIbBASLO
556,P0557,74.44,Books,GFySoYRuFpjGDr4aFklgwnD2hI4QUAIcqWpaoeowsHASVCCYMW
557,P0558,33.54,Books,gbeTHJYBU1cm1w9ecnEtC3STti1KIOqX5rcYHHMb9hSqGVWY4x
558,P0559,21.0,Clothing,R6lnb9VpZjdEOgaqBFmM8Ep9qFZNvbmHpid9EzWeDBcU9Q3pWH
559,P0560,34.65,Home & Kitchen,kPkU99WSPUMEon3PjMEFIghYl1g3irRe0sxLHbmKTHQHfggg4u
560,P0561,46.75,Clothing,Gz4G3fahlj3NBgGbc6hVZUWLDdJ8hiiqjiutj1deNVk9N3HZ7N
561,P0562,78.93,Sports & Outdoors,rD7Y3MF4zvS6zFnBGeUslQZ8AQp46jiaXWgRaAEqSCxXXvJRgZ
562,P0563,63.17,Sports & Outdoors,XhscouNCn9aBuy6hbmQLp2AcQ014xuGBFeZ41fIt5WVMWGX7PL
563,P0564,91.73,Home & Kitchen,kZ8MvKMWoFIDnNvkdCR4RibLgtalj5kTXR3o1Dxpm8dr181o3m
564,P0565,93.63,Sports & Outdoors,zz77Qu5N34NZ5k8vFxPijyiDvZr7NZTFTm0zfYqSEsGYjBATJb
565,P0566,96.25,Electronics,LLK2qu25DEaOGQpogrZnPA6Xw12iMYl8KamaqxkX69RdwNp3rQ
566,P0567,98.27,Electronics,N0oHKISXSe7uIsq0hIPayWudfQ12pCnWoeN6aHM7QI3F9fKeWt
567,P0568,69.74,Sports & Outdoors,jFNkB2sCA8SVvPEEKHXjsgCDv3MsZACOHxH5H66PyMjrP7wolK
568,P0569,34.53,Books,u3PkcxPAz7VjQDomqwZCTX17KPttjq2ckDxwOp9FV2krtjvr73
569,P0570,57.53,Clothing,GspFqtW0NkGz0QIPk9OBy2exBZgAKbptS36EfOHHR1AckJHT9w
570,P0571,31.39,Sports & Outdoors,m3GqGCopYFjWsXIqY0EYXmgaONW6df37bU83HqDkivQFpy3G9u
571,P0572,75.01,Electronics,umPTqky5pE6QZX2Bo1zWv7mcT9ES5dDCh0C4vokXwfyOjYvWwH
572,P0573,62.56,Electronics,JntFwurKQXaELsq1xXynrxBo2LAVvSSQazR4y5YjR3sxicyhuT
573,P0574,89.9,Home & Kitchen,9q67LOlQRARQThwtCjtaXDkI8M0zuthsbMx9QqLctbnHxkTcIs
574,P0575,38.05,Electronics,lW4UuMAiTHwZmAuJlWEBCbLyqvV3PPfYAgRsf5ttYKSgHSPvWL
575,P0576,47.82,Sports & Outdoors,g4ZlHL4kv3XFVsQBaWM97XnkJgY42nvo6N0DV2NPEpXN2B6igq
576,P0577,12.31,Books,yzbVs9mWzk3i4CHFXGbHnokFSnwL2AxdlhAtGLphUf0xNoIbHy
577,P0578,89.55,Sports & Outdoors,0e0pv9Ds82VckJS2WJO4qHy1zFMkkfwVqaOUXjsAPMneNnAnph
578,P0579,95.06,Sports & Outdoors,gK7QqR2gyxwxRs6AlBqHZm5IGsHmMRFNwjKFA4NPoTeCDjh8CW
579,P0580,9.33,Books,Phxq8N9js0jEaWnhbnlLqhmakx2mf1nKFSNxuG8zagxxgbdAFw
580,P0581,1.21,Electronics,Zgg38fmUmaR8ZTDS9c1cNnB7YHXFH6MDaL54aAsbfgFa8hy1xp
581,P0582,63.39,Books,sPbBp4rxQREOwdG8futQzVSqyLv8vY9VKXQ7qmo1anjelvrZKX
582,P0583,28.98,Books,OqOXEKhxK6ZOGis8Jk38dAhZLOBqG1nWQ9wLn7nyXW2xG2ptRB
583,P0584,78.17,Clothing,xWaXaV866N3uJHOCwm0Ma3IvSLOA3vdQY675ha5iw7t2lkA5CF
584,P0585,4.6,Books,NumyLHsHFg2xG1z6uiNNpGMGUxSSvaP9VDkBg5KtlXqgcQMsR9
585,P0586,57.67,Books,oMYwPbihbHc8G6JFo4Lja83bo4NdzMrBTC8PYQd2mi6XzXJxKk
586,P0587,37.88,Books,oZUnsiZ7zMiznR6WO7fETMsQkT9oaXknztBS91I9xHxBe6jPSO
587,P0588,23.29,Sports & Outdoors,UnPRW8OaD1O5Z6NFIvMtpLECTuvqIBzCGBcJrPBCrbadQe45Rf
588,P0589,80.52,Home & Kitchen,6cpKu5SycCMH5Wm0CDKGobTQ6b5PKO9osmi7mAUGSvkWQxkVId
589,P0590,99.52,Books,Nj8Kex0voeQ7nENy5usQx6Gh5JhXP7e7wsV4KP1sHxo9BUN95N
590,P0591,11.15,Clothing,PjWUFHsnKVj29wnLdDJ9ZO5xIbLdfaaG2ytmJm8LrGgUGVK39p
591,P0592,85.66,Books,wUMcIiCFB0XtdEzywgNfkV4PmafFevjeBgNYBEXYwjL2MPcvp7
592,P0593,31.62,Books,LC0R6XaY7DboqV1SY5Owtx2smML4KxDepylPqN4yhwZtL7lnuu
593,P0594,32.74,Home & Kitchen,R1ldRs8KD3poXHToeGP77nfeDOfLZcgIjbLASt8QFNN3oR2ARj
594,P0595,87.58,Clothing,QSEIXvOHAlKNiAtPsKRlgRved7AqVJNsPFZydK9hDRVdZIIqOZ
595,P0596,14.5,Home & Kitchen,ooFtlWXZfdN8Lo75Nvdbc0yJpOKbyuSepeKWfjEsagEpNLqU3W
596,P0597,34.23,Electronics,MVubc35s8NZOjMuGchcaDv53uAAA3UYu6iarCEiSmQEFwy2vd5
597,P0598,31.16,Books,ajscjQ9ZQBPQ5eAzbHJXNv1xG8lSYXFi1Zyi66NeAUdU22gZ1s
598,P0599,72.33,Clothing,msikU2NDRKRgfapWE19Kp6QJRdywxHgl81xVR7duwHw1lh8qOI
599,P0600,41.96,Sports & Outdoors,MhSrwtkHwPKXGCwceiETSGg1hyFJAtb8GQ6kQoWECVJgZUM9sq
